"","ID","Description","Count","GeneRatio","geneID"
"GO:0045848","GO:0045848","positive regulation of nitrogen utilization",0,"0/106",""
"GO:0000742","GO:0000742","karyogamy involved in conjugation with cellular fusion",0,"0/106",""
"GO:0000743","GO:0000743","nuclear migration involved in conjugation with cellular fusion",0,"0/106",""
"GO:0000752","GO:0000752","agglutination involved in conjugation with cellular fusion",0,"0/106",""
"GO:0002077","GO:0002077","acrosome matrix dispersal",0,"0/106",""
"GO:0003006","GO:0003006","developmental process involved in reproduction",6,"6/106","CTNNA1/DLG1/FRS2/GJA1/KHDRBS1/PLEKHA1"
"GO:0007117","GO:0007117","budding cell bud growth",0,"0/106",""
"GO:0007300","GO:0007300","ovarian nurse cell to oocyte transport",0,"0/106",""
"GO:0007316","GO:0007316","pole plasm RNA localization",0,"0/106",""
"GO:0007318","GO:0007318","pole plasm protein localization",0,"0/106",""
"GO:0007340","GO:0007340","acrosome reaction",0,"0/106",""
"GO:0007343","GO:0007343","egg activation",0,"0/106",""
"GO:0007344","GO:0007344","pronuclear fusion",0,"0/106",""
"GO:0007534","GO:0007534","gene conversion at mating-type locus",0,"0/106",""
"GO:0007543","GO:0007543","sex determination, somatic-gonadal interaction",0,"0/106",""
"GO:0007566","GO:0007566","embryo implantation",1,"1/106","GJA1"
"GO:0009566","GO:0009566","fertilization",0,"0/106",""
"GO:0009846","GO:0009846","pollen germination",0,"0/106",""
"GO:0009856","GO:0009856","pollination",0,"0/106",""
"GO:0009859","GO:0009859","pollen hydration",0,"0/106",""
"GO:0009865","GO:0009865","pollen tube adhesion",0,"0/106",""
"GO:0009875","GO:0009875","pollen-pistil interaction",0,"0/106",""
"GO:0009876","GO:0009876","pollen adhesion",0,"0/106",""
"GO:0010069","GO:0010069","zygote asymmetric cytokinesis in embryo sac",0,"0/106",""
"GO:0010183","GO:0010183","pollen tube guidance",0,"0/106",""
"GO:0010344","GO:0010344","seed oilbody biogenesis",0,"0/106",""
"GO:0010483","GO:0010483","pollen tube reception",0,"0/106",""
"GO:0010588","GO:0010588","cotyledon vascular tissue pattern formation",0,"0/106",""
"GO:0018985","GO:0018985","pronuclear envelope synthesis",0,"0/106",""
"GO:0022413","GO:0022413","reproductive process in single-celled organism",0,"0/106",""
"GO:0022602","GO:0022602","ovulation cycle process",1,"1/106","PLEKHA1"
"GO:0030709","GO:0030709","border follicle cell delamination",0,"0/106",""
"GO:0032219","GO:0032219","cell wall macromolecule catabolic process involved in cytogamy",0,"0/106",""
"GO:0032220","GO:0032220","plasma membrane fusion involved in cytogamy",0,"0/106",""
"GO:0035036","GO:0035036","sperm-egg recognition",0,"0/106",""
"GO:0035037","GO:0035037","sperm entry",0,"0/106",""
"GO:0035038","GO:0035038","female pronucleus assembly",0,"0/106",""
"GO:0035039","GO:0035039","male pronucleus assembly",0,"0/106",""
"GO:0035040","GO:0035040","sperm nuclear envelope removal",0,"0/106",""
"GO:0035041","GO:0035041","sperm chromatin decondensation",0,"0/106",""
"GO:0035042","GO:0035042","fertilization, exchange of chromosomal proteins",0,"0/106",""
"GO:0035044","GO:0035044","sperm aster formation",0,"0/106",""
"GO:0035046","GO:0035046","pronuclear migration",0,"0/106",""
"GO:0035471","GO:0035471","luteinizing hormone signaling pathway involved in ovarian follicle development",0,"0/106",""
"GO:0042628","GO:0042628","mating plug formation",0,"0/106",""
"GO:0043093","GO:0043093","FtsZ-dependent cytokinesis",0,"0/106",""
"GO:0044703","GO:0044703","multi-organism reproductive process",6,"6/106","CRHR1/CXADR/GJA1/KHDRBS1/KRAS/PLEKHA1"
"GO:0045729","GO:0045729","respiratory burst at fertilization",0,"0/106",""
"GO:0046595","GO:0046595","establishment of pole plasm mRNA localization",0,"0/106",""
"GO:0048359","GO:0048359","mucilage metabolic process involved in seed coat development",0,"0/106",""
"GO:0048497","GO:0048497","maintenance of floral organ identity",0,"0/106",""
"GO:0048544","GO:0048544","recognition of pollen",0,"0/106",""
"GO:0048573","GO:0048573","photoperiodism, flowering",0,"0/106",""
"GO:0048609","GO:0048609","multicellular organismal reproductive process",4,"4/106","CXADR/GJA1/KHDRBS1/PLEKHA1"
"GO:0051037","GO:0051037","regulation of transcription involved in meiotic cell cycle",0,"0/106",""
"GO:0051321","GO:0051321","meiotic cell cycle",0,"0/106",""
"GO:0060011","GO:0060011","Sertoli cell proliferation",0,"0/106",""
"GO:0060466","GO:0060466","activation of meiosis involved in egg activation",0,"0/106",""
"GO:0060468","GO:0060468","prevention of polyspermy",0,"0/106",""
"GO:0060469","GO:0060469","positive regulation of transcription involved in egg activation",0,"0/106",""
"GO:0060470","GO:0060470","positive regulation of cytosolic calcium ion concentration involved in egg activation",0,"0/106",""
"GO:0060471","GO:0060471","cortical granule exocytosis",0,"0/106",""
"GO:0060474","GO:0060474","positive regulation of flagellated sperm motility involved in capacitation",0,"0/106",""
"GO:0060475","GO:0060475","positive regulation of actin filament polymerization involved in acrosome reaction",0,"0/106",""
"GO:0060476","GO:0060476","protein localization involved in acrosome reaction",0,"0/106",""
"GO:0060478","GO:0060478","acrosomal vesicle exocytosis",0,"0/106",""
"GO:0060518","GO:0060518","cell migration involved in prostatic bud elongation",0,"0/106",""
"GO:0060519","GO:0060519","cell adhesion involved in prostatic bud elongation",0,"0/106",""
"GO:0060673","GO:0060673","cell-cell signaling involved in placenta development",0,"0/106",""
"GO:0060710","GO:0060710","chorio-allantoic fusion",0,"0/106",""
"GO:0060722","GO:0060722","cell proliferation involved in embryonic placenta development",0,"0/106",""
"GO:0060738","GO:0060738","epithelial-mesenchymal signaling involved in prostate gland development",0,"0/106",""
"GO:0060739","GO:0060739","mesenchymal-epithelial cell signaling involved in prostate gland development",0,"0/106",""
"GO:0060767","GO:0060767","epithelial cell proliferation involved in prostate gland development",0,"0/106",""
"GO:0060781","GO:0060781","mesenchymal cell proliferation involved in prostate gland development",0,"0/106",""
"GO:0060783","GO:0060783","mesenchymal smoothened signaling pathway involved in prostate gland development",0,"0/106",""
"GO:0060858","GO:0060858","vesicle-mediated transport involved in floral organ abscission",0,"0/106",""
"GO:0060869","GO:0060869","transmembrane receptor protein serine/threonine kinase signaling pathway involved in floral organ abscission",0,"0/106",""
"GO:0060870","GO:0060870","cell wall disassembly involved in floral organ abscission",0,"0/106",""
"GO:0061450","GO:0061450","trophoblast cell migration",1,"1/106","GJA1"
"GO:0061948","GO:0061948","premature acrosome loss",0,"0/106",""
"GO:0061955","GO:0061955","positive regulation of actin filament depolymerization involved in acrosome reaction",0,"0/106",""
"GO:0070871","GO:0070871","cell wall organization involved in conjugation with cellular fusion",0,"0/106",""
"GO:0071171","GO:0071171","site-specific DNA replication termination at RTS1 barrier",0,"0/106",""
"GO:0071507","GO:0071507","pheromone response MAPK cascade",0,"0/106",""
"GO:0071515","GO:0071515","genetic imprinting at mating-type locus",0,"0/106",""
"GO:0071516","GO:0071516","establishment of imprinting at mating-type locus",0,"0/106",""
"GO:0071517","GO:0071517","maintenance of imprinting at mating-type locus",0,"0/106",""
"GO:0097722","GO:0097722","sperm motility",0,"0/106",""
"GO:0110134","GO:0110134","meiotic drive",0,"0/106",""
"GO:0140547","GO:0140547","acquisition of seed longevity",0,"0/106",""
"GO:1902064","GO:1902064","regulation of transcription from RNA polymerase II promoter involved in spermatogenesis",0,"0/106",""
"GO:1903046","GO:1903046","meiotic cell cycle process",0,"0/106",""
"GO:1905261","GO:1905261","regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination",0,"0/106",""
"GO:1990109","GO:1990109","rejection of pollen from other species",0,"0/106",""
"GO:2000241","GO:2000241","regulation of reproductive process",1,"1/106","GJA1"
"GO:2000242","GO:2000242","negative regulation of reproductive process",1,"1/106","GJA1"
"GO:2000243","GO:2000243","positive regulation of reproductive process",0,"0/106",""
"GO:0022608","GO:0022608","multicellular organism adhesion",0,"0/106",""
"GO:0044406","GO:0044406","adhesion of symbiont to host",0,"0/106",""
"GO:0090675","GO:0090675","intermicrovillar adhesion",0,"0/106",""
"GO:0007267","GO:0007267","cell-cell signaling",38,"38/106","ADRA1D/APBA1/CASK/CAV1/CRHR1/CXADR/DLG1/DLG2/DLGAP1/DLGAP2/DLGAP3/DLGAP4/DNAJC5/DTNA/DTNB/FLOT1/GJA1/GRIN1/GRIN2A/GRIN2C/GRIN3A/KRAS/LIN7A/LIN7B/LIN7C/LYN/MAGI2/MARK2/MPP2/MTMR2/NETO1/NLGN1/NLGN2/NOS1/PKP4/RPS6KA1/SCRIB/SHANK2"
"GO:0021807","GO:0021807","motogenic signaling initiating cell movement in cerebral cortex",0,"0/106",""
"GO:0021837","GO:0021837","motogenic signaling involved in postnatal olfactory bulb interneuron migration",0,"0/106",""
"GO:0021838","GO:0021838","motogenic signaling involved in interneuron migration from the subpallium to the cortex",0,"0/106",""
"GO:0023051","GO:0023051","regulation of signaling",45,"45/106","ADRA1D/APBA1/CASK/CAV1/CRHR1/CTNNA1/DLG1/DLG5/DLGAP1/DLGAP2/DLGAP3/DLGAP4/DUSP10/ERBB4/FLOT1/FRS2/GJA1/GRIN1/GRIN2A/GRIN2C/GRIN3A/GUCY1A2/KRAS/LCK/LLGL1/LYN/MAGI2/MARK3/MPP2/MTMR2/NETO1/NLGN1/NLGN2/PALM/PHACTR4/PLEKHA1/PSD3/PTPN13/SCRIB/SHANK2/TAGAP/WWC1/ZBTB7A/ZDHHC5/ZGPAT"
"GO:0023056","GO:0023056","positive regulation of signaling",23,"23/106","ADRA1D/CAV1/CTNNA1/DLG5/ERBB4/FLOT1/FRS2/GJA1/GRIN1/GRIN2A/GRIN2C/GUCY1A2/KRAS/LCK/LYN/MPP2/NETO1/NLGN1/NLGN2/SCRIB/SHANK2/WWC1/ZDHHC5"
"GO:0023057","GO:0023057","negative regulation of signaling",17,"17/106","CAV1/CTNNA1/DLG1/DLG5/DUSP10/GJA1/LYN/MAGI2/MARK3/MTMR2/PALM/PHACTR4/PLEKHA1/SHANK2/WWC1/ZBTB7A/ZGPAT"
"GO:0035426","GO:0035426","extracellular matrix-cell signaling",0,"0/106",""
"GO:0035637","GO:0035637","multicellular organismal signaling",3,"3/106","CAV1/CXADR/GJA1"
"GO:0001503","GO:0001503","ossification",0,"0/106",""
"GO:0001763","GO:0001763","morphogenesis of a branching structure",4,"4/106","DLG1/DLG5/FRS2/KRAS"
"GO:0001816","GO:0001816","cytokine production",3,"3/106","FLOT1/LYN/SCRIB"
"GO:0002021","GO:0002021","response to dietary excess",1,"1/106","ADRB1"
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response",2,"2/106","DUSP10/LYN"
"GO:0003008","GO:0003008","system process",33,"33/106","ABLIM1/ADRA1D/ADRB1/CAV1/CRHR1/CXADR/DLG1/DLGAP1/DLGAP2/DLGAP3/DLGAP4/DMD/DTNA/EPB41/GJA1/GRIN1/GRIN2A/GRIN2C/GRIN3A/KCNJ12/KRAS/MPP2/MTMR2/NETO1/NLGN1/NLGN2/NOS1/OCLN/PARD3/SHANK2/SNTA1/SNTB1/UTRN"
"GO:0003053","GO:0003053","circadian regulation of heart rate",0,"0/106",""
"GO:0007275","GO:0007275","multicellular organism development",45,"45/106","ABLIM1/APBA1/CAV1/CTNNA1/CXADR/DLG1/DLG2/DLG3/DLG5/DMD/DTNB/DUSP10/ERBB4/FLOT1/FRS2/GAB1/GJA1/GPRIN3/GRIN1/GRIN2A/GRIN2C/GRIN3A/KIF26B/KRAS/LCK/LIN7A/LLGL1/LYN/MAGI2/MARCKS/MARK2/MTMR2/NLGN1/NLGN2/PALM/PARD3/PHACTR4/PLEKHA1/RAB35/RHOB/RPS6KA1/SCRIB/SHANK2/UTRN/ZBTB7A"
"GO:0007389","GO:0007389","pattern specification process",2,"2/106","ERBB4/FRS2"
"GO:0007585","GO:0007585","respiratory gaseous exchange by respiratory system",2,"2/106","NLGN1/NLGN2"
"GO:0007586","GO:0007586","digestion",1,"1/106","EPB41"
"GO:0008340","GO:0008340","determination of adult lifespan",0,"0/106",""
"GO:0009561","GO:0009561","megagametogenesis",0,"0/106",""
"GO:0009791","GO:0009791","post-embryonic development",1,"1/106","PLEKHA1"
"GO:0009845","GO:0009845","seed germination",0,"0/106",""
"GO:0010022","GO:0010022","meristem determinacy",0,"0/106",""
"GO:0010073","GO:0010073","meristem maintenance",0,"0/106",""
"GO:0010162","GO:0010162","seed dormancy process",0,"0/106",""
"GO:0016203","GO:0016203","muscle attachment",0,"0/106",""
"GO:0019827","GO:0019827","stem cell population maintenance",0,"0/106",""
"GO:0022004","GO:0022004","midbrain-hindbrain boundary maturation during brain development",0,"0/106",""
"GO:0022005","GO:0022005","midbrain-hindbrain boundary maturation during neural plate development",0,"0/106",""
"GO:0022404","GO:0022404","molting cycle process",0,"0/106",""
"GO:0030431","GO:0030431","sleep",2,"2/106","ADRB1/GRIN2A"
"GO:0030588","GO:0030588","pseudocleavage",0,"0/106",""
"GO:0031424","GO:0031424","keratinization",0,"0/106",""
"GO:0032898","GO:0032898","neurotrophin production",0,"0/106",""
"GO:0032922","GO:0032922","circadian regulation of gene expression",0,"0/106",""
"GO:0032941","GO:0032941","secretion by tissue",0,"0/106",""
"GO:0033555","GO:0033555","multicellular organismal response to stress",3,"3/106","ADRB1/GJA1/NOS1"
"GO:0034381","GO:0034381","plasma lipoprotein particle clearance",0,"0/106",""
"GO:0035073","GO:0035073","pupariation",0,"0/106",""
"GO:0035074","GO:0035074","pupation",0,"0/106",""
"GO:0035264","GO:0035264","multicellular organism growth",3,"3/106","ADRB1/APBA1/PLEKHA1"
"GO:0035265","GO:0035265","organ growth",3,"3/106","ERBB4/GJA1/WWC1"
"GO:0035314","GO:0035314","scab formation",0,"0/106",""
"GO:0035889","GO:0035889","otolith tethering",0,"0/106",""
"GO:0036363","GO:0036363","transforming growth factor beta activation",0,"0/106",""
"GO:0042303","GO:0042303","molting cycle",0,"0/106",""
"GO:0043480","GO:0043480","pigment accumulation in tissues",0,"0/106",""
"GO:0044706","GO:0044706","multi-multicellular organism process",3,"3/106","CRHR1/GJA1/KRAS"
"GO:0045494","GO:0045494","photoreceptor cell maintenance",0,"0/106",""
"GO:0048647","GO:0048647","polyphenic determination",0,"0/106",""
"GO:0048771","GO:0048771","tissue remodeling",2,"2/106","CAV1/GJA1"
"GO:0048871","GO:0048871","multicellular organismal homeostasis",7,"7/106","ADRB1/CAV1/CXADR/DMD/GJA1/KRAS/OCLN"
"GO:0050817","GO:0050817","coagulation",3,"3/106","CAV1/LCK/LYN"
"GO:0050879","GO:0050879","multicellular organismal movement",1,"1/106","DMD"
"GO:0051239","GO:0051239","regulation of multicellular organismal process",33,"33/106","ADRA1D/ADRB1/CAV1/CRHR1/CTNNA1/CXADR/DLG1/DLG5/DLGAP1/DLGAP2/DLGAP3/DLGAP4/DMD/DUSP10/EPB41/ERBB4/FLOT1/FRS2/GAB1/GJA1/GRIN1/KCNJ12/LYN/MTMR2/NETO1/NLGN1/NLGN2/NOS1/PARD3/RHOB/SCRIB/SNTA1/WWC1"
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process",16,"16/106","ADRA1D/ADRB1/CAV1/DLG5/DUSP10/ERBB4/FLOT1/FRS2/GAB1/GJA1/LYN/NLGN1/NLGN2/PARD3/RHOB/SCRIB"
"GO:0051241","GO:0051241","negative regulation of multicellular organismal process",8,"8/106","ADRB1/CTNNA1/DUSP10/FRS2/GJA1/LYN/MTMR2/WWC1"
"GO:0055046","GO:0055046","microgametogenesis",0,"0/106",""
"GO:0055127","GO:0055127","vibrational conductance of sound to the inner ear",0,"0/106",""
"GO:0060384","GO:0060384","innervation",0,"0/106",""
"GO:0071684","GO:0071684","organism emergence from protective structure",0,"0/106",""
"GO:0071827","GO:0071827","plasma lipoprotein particle organization",0,"0/106",""
"GO:0080189","GO:0080189","primary growth",0,"0/106",""
"GO:0090130","GO:0090130","tissue migration",2,"2/106","DUSP10/RHOB"
"GO:0090664","GO:0090664","response to high population density",0,"0/106",""
"GO:0097167","GO:0097167","circadian regulation of translation",0,"0/106",""
"GO:0097207","GO:0097207","bud dormancy process",0,"0/106",""
"GO:0097242","GO:0097242","amyloid-beta clearance",0,"0/106",""
"GO:1990110","GO:1990110","callus formation",0,"0/106",""
"GO:0007568","GO:0007568","aging",2,"2/106","CTNNA1/KRAS"
"GO:0007571","GO:0007571","age-dependent general metabolic decline",0,"0/106",""
"GO:0009653","GO:0009653","anatomical structure morphogenesis",30,"30/106","ABLIM1/ARHGEF26/CAV1/CTNNA1/DLG1/DLG3/DLG5/EPB41/ERBB4/FAM171A1/FLOT1/FRS2/GAB1/GJA1/KIF26B/KRAS/LIN7C/LLGL1/MAGI2/MARK2/MTMR2/NLGN1/NOS1/PALM/PARD3/PHACTR4/PLEKHA1/RHOB/RPS6KA1/SCRIB"
"GO:0009838","GO:0009838","abscission",0,"0/106",""
"GO:0009847","GO:0009847","spore germination",0,"0/106",""
"GO:0010014","GO:0010014","meristem initiation",0,"0/106",""
"GO:0021700","GO:0021700","developmental maturation",2,"2/106","PALM/ZBTB7A"
"GO:0022611","GO:0022611","dormancy process",0,"0/106",""
"GO:0031128","GO:0031128","developmental induction",1,"1/106","FRS2"
"GO:0043696","GO:0043696","dedifferentiation",0,"0/106",""
"GO:0043934","GO:0043934","sporulation",0,"0/106",""
"GO:0048532","GO:0048532","anatomical structure arrangement",0,"0/106",""
"GO:0048589","GO:0048589","developmental growth",9,"9/106","ADRB1/APBA1/DUSP10/ERBB4/GJA1/KIF26B/MAGI2/PLEKHA1/WWC1"
"GO:0048646","GO:0048646","anatomical structure formation involved in morphogenesis",11,"11/106","CAV1/FLOT1/FRS2/GAB1/GJA1/KIF26B/MTMR2/NOS1/PHACTR4/RHOB/SCRIB"
"GO:0048856","GO:0048856","anatomical structure development",50,"50/106","ABLIM1/APBA1/ARHGEF26/CAV1/CTNNA1/CXADR/DLG1/DLG2/DLG3/DLG5/DMD/DTNB/DUSP10/EPB41/ERBB4/FAM171A1/FLOT1/FRS2/GAB1/GJA1/GPRIN3/GRIN1/GRIN2A/GRIN2C/GRIN3A/KIF26B/KRAS/LCK/LIN7A/LIN7C/LLGL1/LYN/MAGI2/MARCKS/MARK2/MTMR2/NLGN1/NLGN2/NOS1/PALM/PARD3/PHACTR4/PLEKHA1/RAB35/RHOB/RPS6KA1/SCRIB/SHANK2/UTRN/ZBTB7A"
"GO:0050793","GO:0050793","regulation of developmental process",27,"27/106","ADRB1/ANKRD26/CAV1/CTNNA1/DLG1/DLG5/DUSP10/EPB41/ERBB4/FAM171A1/FLOT1/FRS2/GAB1/GJA1/GRIN3A/KRAS/LYN/MAGI2/MARK2/MTMR2/NLGN1/NLGN2/PALM/PARD3/RHOB/RPS6KA1/WWC1"
"GO:0051093","GO:0051093","negative regulation of developmental process",12,"12/106","ADRB1/ANKRD26/CAV1/CTNNA1/DUSP10/FRS2/GJA1/GRIN3A/KRAS/LYN/NLGN1/WWC1"
"GO:0051094","GO:0051094","positive regulation of developmental process",13,"13/106","DLG5/DUSP10/ERBB4/FLOT1/FRS2/GAB1/GJA1/KRAS/LYN/NLGN1/NLGN2/RHOB/RPS6KA1"
"GO:0060033","GO:0060033","anatomical structure regression",0,"0/106",""
"GO:0090644","GO:0090644","age-related resistance",0,"0/106",""
"GO:0097737","GO:0097737","acquisition of mycelium reproductive competence",0,"0/106",""
"GO:0098727","GO:0098727","maintenance of cell number",0,"0/106",""
"GO:0001545","GO:0001545","primary ovarian follicle growth",0,"0/106",""
"GO:0001546","GO:0001546","preantral ovarian follicle growth",0,"0/106",""
"GO:0001550","GO:0001550","ovarian cumulus expansion",0,"0/106",""
"GO:0030447","GO:0030447","filamentous growth",0,"0/106",""
"GO:0040008","GO:0040008","regulation of growth",6,"6/106","ADRB1/DUSP10/ERBB4/GJA1/RPS6KA1/WWC1"
"GO:0042702","GO:0042702","uterine wall growth",0,"0/106",""
"GO:0045926","GO:0045926","negative regulation of growth",4,"4/106","ADRB1/DUSP10/GJA1/WWC1"
"GO:0045927","GO:0045927","positive regulation of growth",2,"2/106","ERBB4/RPS6KA1"
"GO:0080190","GO:0080190","lateral growth",0,"0/106",""
"GO:0031987","GO:0031987","locomotion involved in locomotory behavior",0,"0/106",""
"GO:0033058","GO:0033058","directional locomotion",2,"2/106","GRIN2A/GRIN2C"
"GO:0036268","GO:0036268","swimming",0,"0/106",""
"GO:0040012","GO:0040012","regulation of locomotion",10,"10/106","CAV1/CTNNA1/DLG5/DUSP10/ERBB4/GAB1/GJA1/LYN/MAGI2/RHOB"
"GO:0040013","GO:0040013","negative regulation of locomotion",6,"6/106","CTNNA1/DLG5/DUSP10/GJA1/MAGI2/RHOB"
"GO:0040017","GO:0040017","positive regulation of locomotion",4,"4/106","CAV1/GAB1/LYN/RHOB"
"GO:0042330","GO:0042330","taxis",4,"4/106","CXADR/GAB1/LYN/SCRIB"
"GO:0048870","GO:0048870","cell motility",17,"17/106","CAV1/CDC42BPA/CTNNA1/CXADR/DLG5/DUSP10/ERBB4/GAB1/GJA1/LCK/LYN/MAGI2/MARK2/PHACTR4/RHOB/SCRIB/WWC1"
"GO:0060361","GO:0060361","flight",0,"0/106",""
"GO:0071965","GO:0071965","multicellular organismal locomotion",0,"0/106",""
"GO:0033060","GO:0033060","ocellus pigmentation",0,"0/106",""
"GO:0043474","GO:0043474","pigment metabolic process involved in pigmentation",0,"0/106",""
"GO:0043476","GO:0043476","pigment accumulation",0,"0/106",""
"GO:0048066","GO:0048066","developmental pigmentation",0,"0/106",""
"GO:0120305","GO:0120305","regulation of pigmentation",0,"0/106",""
"GO:0031640","GO:0031640","killing of cells of other organism",0,"0/106",""
"GO:0035737","GO:0035737","injection of substance in to other organism",0,"0/106",""
"GO:0035821","GO:0035821","modulation of process of other organism",0,"0/106",""
"GO:0044111","GO:0044111","formation of structure involved in a symbiotic process",0,"0/106",""
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction",2,"2/106","CAV1/CXADR"
"GO:0051707","GO:0051707","response to other organism",6,"6/106","CAV1/DUSP10/GJA1/LCK/LYN/NOS1"
"GO:0022403","GO:0022403","cell cycle phase",0,"0/106",""
"GO:0022601","GO:0022601","menstrual cycle phase",0,"0/106",""
"GO:0044851","GO:0044851","hair cycle phase",0,"0/106",""
"GO:0060206","GO:0060206","estrous cycle phase",0,"0/106",""
"GO:0072690","GO:0072690","single-celled organism vegetative growth phase",0,"0/106",""
"GO:0007623","GO:0007623","circadian rhythm",2,"2/106","ADRB1/NLGN1"
"GO:0007624","GO:0007624","ultradian rhythm",0,"0/106",""
"GO:0042698","GO:0042698","ovulation cycle",1,"1/106","PLEKHA1"
"GO:0042753","GO:0042753","positive regulation of circadian rhythm",1,"1/106","NLGN1"
"GO:0044149","GO:0044149","positive regulation of formation of structure involved in a symbiotic process",0,"0/106",""
"GO:0045760","GO:0045760","positive regulation of action potential",0,"0/106",""
"GO:0045780","GO:0045780","positive regulation of bone resorption",0,"0/106",""
"GO:0048087","GO:0048087","positive regulation of developmental pigmentation",0,"0/106",""
"GO:0048584","GO:0048584","positive regulation of response to stimulus",22,"22/106","ADRA1D/CAV1/CTNNA1/DLG5/ERBB4/FLOT1/FRS2/GJA1/GRIN1/GUCY1A2/KHDRBS1/KRAS/LCK/LYN/NETO1/NLGN1/NLGN2/OCLN/PLEKHA1/STX7/WWC1/ZDHHC5"
"GO:0051050","GO:0051050","positive regulation of transport",14,"14/106","CASK/CAV1/DLG1/DMD/FLOT1/GJA1/GRIN1/KHDRBS1/MAGI2/MTMR2/NLGN1/NLGN2/NOS1/OCLN"
"GO:0051919","GO:0051919","positive regulation of fibrinolysis",0,"0/106",""
"GO:0060148","GO:0060148","positive regulation of posttranscriptional gene silencing",0,"0/106",""
"GO:0075294","GO:0075294","positive regulation by symbiont of entry into host",0,"0/106",""
"GO:0110151","GO:0110151","positive regulation of biomineralization",0,"0/106",""
"GO:0140409","GO:0140409","positive regulation of mRNA alternative polyadenylation",0,"0/106",""
"GO:0140471","GO:0140471","positive regulation of transepithelial migration of symbiont in host",0,"0/106",""
"GO:0150107","GO:0150107","positive regulation of protein localization to cell-cell junction",0,"0/106",""
"GO:1900048","GO:1900048","positive regulation of hemostasis",0,"0/106",""
"GO:1900097","GO:1900097","positive regulation of dosage compensation by inactivation of X chromosome",0,"0/106",""
"GO:1900454","GO:1900454","positive regulation of long-term synaptic depression",0,"0/106",""
"GO:1902474","GO:1902474","positive regulation of protein localization to synapse",2,"2/106","NLGN1/NLGN2"
"GO:1902632","GO:1902632","positive regulation of membrane hyperpolarization",0,"0/106",""
"GO:1902685","GO:1902685","positive regulation of receptor localization to synapse",1,"1/106","STX7"
"GO:1903666","GO:1903666","positive regulation of asexual reproduction",0,"0/106",""
"GO:1904181","GO:1904181","positive regulation of membrane depolarization",0,"0/106",""
"GO:1904787","GO:1904787","positive regulation of asymmetric protein localization involved in cell fate determination",0,"0/106",""
"GO:1904874","GO:1904874","positive regulation of telomerase RNA localization to Cajal body",0,"0/106",""
"GO:1904912","GO:1904912","positive regulation of establishment of RNA localization to telomere",0,"0/106",""
"GO:1904915","GO:1904915","positive regulation of establishment of protein-containing complex localization to telomere",0,"0/106",""
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization",2,"2/106","GJA1/NLGN2"
"GO:1905228","GO:1905228","positive regulation of adhesion of symbiont to host epithelial cell",0,"0/106",""
"GO:1905339","GO:1905339","positive regulation of cohesin unloading",0,"0/106",""
"GO:1905514","GO:1905514","positive regulation of short-term synaptic potentiation",0,"0/106",""
"GO:1905954","GO:1905954","positive regulation of lipid localization",1,"1/106","CAV1"
"GO:0034260","GO:0034260","negative regulation of GTPase activity",0,"0/106",""
"GO:0042754","GO:0042754","negative regulation of circadian rhythm",0,"0/106",""
"GO:0044147","GO:0044147","negative regulation of formation of structure involved in a symbiotic process",0,"0/106",""
"GO:0045759","GO:0045759","negative regulation of action potential",0,"0/106",""
"GO:0048086","GO:0048086","negative regulation of developmental pigmentation",0,"0/106",""
"GO:0048585","GO:0048585","negative regulation of response to stimulus",19,"19/106","CASK/CAV1/CTNNA1/DLG1/DLG5/DUSP10/GJA1/GRIN3A/LYN/MAGI2/MARK3/MTMR2/PALM/PHACTR4/PLEKHA1/SHANK2/WWC1/ZBTB7A/ZGPAT"
"GO:0051051","GO:0051051","negative regulation of transport",5,"5/106","CAV1/CRHR1/GJA1/MTMR2/NOS1"
"GO:0051918","GO:0051918","negative regulation of fibrinolysis",0,"0/106",""
"GO:0060969","GO:0060969","negative regulation of gene silencing",0,"0/106",""
"GO:0110150","GO:0110150","negative regulation of biomineralization",0,"0/106",""
"GO:0150119","GO:0150119","negative regulation of protein localization to cell-cell junction",0,"0/106",""
"GO:1900047","GO:1900047","negative regulation of hemostasis",0,"0/106",""
"GO:1900096","GO:1900096","negative regulation of dosage compensation by inactivation of X chromosome",0,"0/106",""
"GO:1900272","GO:1900272","negative regulation of long-term synaptic potentiation",0,"0/106",""
"GO:1900453","GO:1900453","negative regulation of long-term synaptic depression",0,"0/106",""
"GO:1902631","GO:1902631","negative regulation of membrane hyperpolarization",0,"0/106",""
"GO:1902684","GO:1902684","negative regulation of receptor localization to synapse",0,"0/106",""
"GO:1902735","GO:1902735","negative regulation of receptor-mediated virion attachment to host cell",0,"0/106",""
"GO:1903665","GO:1903665","negative regulation of asexual reproduction",0,"0/106",""
"GO:1904180","GO:1904180","negative regulation of membrane depolarization",0,"0/106",""
"GO:1904786","GO:1904786","negative regulation of asymmetric protein localization involved in cell fate determination",0,"0/106",""
"GO:1904873","GO:1904873","negative regulation of telomerase RNA localization to Cajal body",0,"0/106",""
"GO:1904911","GO:1904911","negative regulation of establishment of RNA localization to telomere",0,"0/106",""
